Column1;id_tweet;link;stream_group;text_orig;Commercial;POLITICS;ED;Family;ED_patience;ProED;Offensive;Informative;Scientific;Sad;hashtag;Columna2;Columna3
81;1,31852E+34;https://twitter.com/omojagunmolu/status/1318522216691236864;1;Agbero will extort,Harass,intimidate truck/cart pushers , food vendors, hawkers. These has to stop too. They are also part of the problem.   #EndBadGoveranceInNigeria  #Endsars #EndPoliceBrutalityinNigeraNOW;0;1;0;0;0;0;0;1;0;0;['EndBadGoveranceInNigeria', 'Endsars', 'EndPoliceBrutalityinNigeraNOW'];;
82;1,31852E+34;https://twitter.com/EDucating_jess/status/1318522544828391427;1;I was so hungry today from waiting so late to eat lunch that I almost passed out…and I was shaking. How was I ever anorexic. Like seriously? 🥴 https://t.co/38Gg8RWft3;0;0;1;0;0;0;0;0;0;0;[];;
84;1,31852E+34;https://twitter.com/_bixel_/status/1318522838161162241;1;I just found out that years ago a family took their anorexic daughter to court for refusing to eat??? That is wild;0;0;1;0;1;1;0;0;0;0;[];;
88;1,31852E+33;https://twitter.com/CodeDark_/status/1318523074443096064;1;I’ve been binge eating this week since I got severely dehydrated I need to turn this around 😅;0;0;1;0;0;0;0;0;0;0;[];;
89;1,31852E+34;https://twitter.com/brinascandy/status/1318523117464035328;1;how r u gonna be racist n anorexic pick a struggle;0;0;1;0;1;1;0;0;0;0;[];;
109;1,31853E+34;https://twitter.com/victorakano/status/1318525929120010244;1;Problem for who no get food for house.. #EndSARS #endpolicebrutality.;0;1;0;0;0;0;0;1;0;0;['EndSARS', 'endpolicebrutality'];;
110;1,31853E+34;https://twitter.com/inniecals/status/1318525953568612353;1;i drink 5 slim/green teas a day am i good anorexic already;0;0;1;0;1;1;0;0;0;0;[];;
115;1,31853E+34;https://twitter.com/OgbeniAare/status/1318527019953627136;1;This curfew no be my problem, we are law abiding citizens, my problem is where man pikin go see food like the one we dey chop for protest in the next 24 hours or more😩.  #EndPoliceBrutalityinNigeraNOW #EndSARS;0;1;0;;0;0;0;1;0;;['EndPoliceBrutalityinNigeraNOW', 'EndSARS'];2001;
122;1,31853E+34;https://twitter.com/tweetheart4711/status/1318528116810223625;1;We invade their territory. We decimate their food supply. We melt their ice. So how are #polarbears the predators here? #Humans are the planet's biggest problem because we won't share, co-operate or learn. #ClimateChangeIsReal;0;1;0;0;0;0;0;1;0;0;['polarbears', 'Humans', 'ClimateChangeIsReal'];;
123;1,31853E+34;https://twitter.com/brionycrew/status/1318528292933324800;1;I frequently only eat one meal a day, with no problem at all. However the moment I start a juice cleanse, all I can think about is food 😂 Currently I’m craving marrons glacés... If anyone wants to have some delivered to me for Friday when I can eat again, I would be grateful! https://t.co/IsM9cb8so3;0;0;0;0;0;0;0;0;0;0;[];;
125;1,31853E+34;https://twitter.com/edudyke/status/1318528360679694336;1;"@reemrecovering Substance abuse causes anxiety disorder.  Addicts try to manage their anxieties by 'using',  unknowingly feeding it at the same time.  Always remember that WAKING UP CLEAN &amp; SOBER  is the first gift of every day. https://t.co/HJkqedCE3r";0;0;1;0;0;0;0;1;1;0;[];;
130;1,31853E+33;https://twitter.com/bakedbytyn/status/1318529000847781889;1;"Trying to control my food intake again. Been binge eating chocolates every night &amp; i know its bad 😭 but starting today imma stop";0;0;1;0;1;0;0;0;0;1;[];;
132;1,31853E+34;https://twitter.com/SarahMorrissey2/status/1318529130766491648;1;"RT @RCEMevents: Anorexia Nervosa has a 20% mortality rate. This study day gives insight into the physical &amp; mental impact of eating disorders on patients &amp; carers. It will cover the Marsipan guidelines, essential for managing these patients in the ED.  Book now ➡ https://t.co/nAW8eW1q5L https://t.co/Tj3vvHFxl0";0;0;1;0;0;0;0;1;1;0;[];;
133;1,31853E+34;https://twitter.com/BigTeeTrucker/status/1318529186261356544;1;@DannieMarie760 lol real men love it the media love those skinny anorexia girls on those perfume commercials.;0;0;1;0;0;1;0;0;0;0;[];;
140;1,31853E+34;https://twitter.com/bulimichoe/status/1318529899368386562;1;everything bagel seasoning duh: 5 calories per serving - my personal fave - makes your food not taste like anorexia https://t.co/wAI2wHmu3i;0;0;1;0;1;1;0;0;0;0;[];;
149;1,31853E+34;https://twitter.com/JeanneWhite/status/1318530836032008193;1;Eating Disorders and Health Issues on the Heels of the Pandemic - Eating Disorders and Health Issues on the Heels of the Pandemic Betsy Wurzel’s guest today is Dr. Cynthia Bulik, Ph.D., FAED, and she will be talking about her book “Binge... https://t.co/1kC72HeAJc;0;0;1;0;0;0;0;1;1;0;[];;
152;1,31853E+33;https://twitter.com/PancholiRudri/status/1318531047152259072;1;Ya'll binge watching series at your home and I can't stop here binge eating at my home😑;0;0;1;0;1;0;0;0;0;0;[];;
153;1,31853E+34;https://twitter.com/countinggcals/status/1318531081340178440;1;i got diagnosed with anorexia and bulimia........ guess my parents can take me seriously now;0;0;1;0;1;0;0;0;0;0;[];;
157;1,31853E+34;https://twitter.com/QUEENYUKHEI/status/1318531627128008704;1;TW / ED / eating disorder  I just binge ate after not having done so in a couple months, because of stress and anxiety and now I'm even more  stressed and anxious than before and hate myself uGH;0;0;1;0;1;0;0;0;0;1;[];;
159;1,31853E+33;https://twitter.com/toastcals/status/1318532165429161984;1;my eating disorder has 0 to do with looking beautiful. its not about wanting to be skinny for beauty reasons. its not about that for me and it for sure its about that for many others;0;0;1;0;1;1;0;0;0;0;[];;
160;1,31853E+34;https://twitter.com/sirenicolee/status/1318532215177838593;1;suddenly eating excessive carbs after high protein-low carb diet 🤢 i regret binge eating pasta ughhh 🤢;0;0;1;0;1;1;0;0;0;1;[];;
161;1,31853E+33;https://twitter.com/caloritz/status/1318532570636759041;1;i am the Worst anorexic👎;0;0;1;0;1;1;0;0;0;1;[];;
162;1,31853E+34;https://twitter.com/npaa_uk/status/1318533183013617667;1;RT @SEDAF18: We are looking for #autistic women living with a restrictive eating disorder (e.g. #anorexianervosa, atypical anorexia, #ARFID) to take part in our online study. More details below. Please email Charli (babbc@cardiff.ac.uk) or Janina (janina.brede@ucl.ac.uk) to participate! https://t.co/pFW4EddNZp;0;0;1;0;0;0;0;1;1;0;['autistic', 'anorexianervosa', 'ARFID'];;
165;1,31853E+33;https://twitter.com/skinnylove_x/status/1318533478384893956;1;Do you have to be underweight to be classed as having anorexia, or do you think it’s more of a mental disorder than physical?;0;0;1;0;1;1;0;0;0;1;[];;
166;1,31853E+33;https://twitter.com/dietcokeangeI/status/1318533496671961102;1;"recovery for me is just binging and relapsing is not eating for a week just to binge again&lt;\3 all i know is pain";0;0;1;0;1;1;0;0;0;1;[];;
167;1,31853E+34;https://twitter.com/skinnylove_x/status/1318533593522753536;1;Also, can you have anorexia and still binge without purging?;0;0;1;0;1;1;0;0;0;0;[];;
171;1,31853E+33;https://twitter.com/MichelleKMedia/status/1318534114966827009;1;I wrote this super personal/deeply nerdy story about the incomparable ⁦@cbulik⁩’s groundbreaking work on the genetics of #eatingdisorders. 5 YEARS LATER it’s finally out! ⁦@elemental⁩ Is Anorexia Genetic? Here's What Science Says. | Elemental https://t.co/LsR36buoTg;0;0;1;0;0;0;0;1;1;2;['eatingdisorders'];;
172;1,31853E+34;https://twitter.com/BLADETHlN/status/1318534808331378689;1;@miasucks3 I was asking what Ed is that considered because I know with anorexia people don’t classify you as it until you have a specific weight :/;0;0;1;0;0;0;0;0;0;1;[];;
173;1,31854E+34;https://twitter.com/bingingfattie/status/1318535353242976256;1;i need more moots so here's a bit about me: 🥀Yuna 🥀20 years old 🥀ednos, binge-starving periods 🥀tried recovering 2 times 🥀used to have anorexia and orthorexia 🥀158 cm 🥀ugw: 43 kg Looking for 18+ moots #edtwt #proana #thinspo https://t.co/DIJqBhAaxo;0;0;1;0;1;1;1;0;0;0;['edtwt', 'proana', 'thinspo'];;
174;1,31854E+34;https://twitter.com/djareckon/status/1318535605781958659;1;RT @petersuber: Closed seeds (for lack of a better term) are a real thing and a real problem.  And there's a real solution: #opensource seeds. See for example: * From 2017 = https://t.co/tHBOiIZlax * From 2019 = https://t.co/trK6HMjkU5 https://t.co/YPqIQfnXZ8;0;0;1;0;0;0;0;1;1;0;['opensource'];;
176;1,31854E+34;https://twitter.com/de_stroya/status/1318535725403545602;1;Y’all love to act like fat means obese. No one is out here saying skinny means anorexic though.;0;0;1;0;1;1;0;0;0;0;[];;
179;1,31854E+34;https://twitter.com/thinspep/status/1318535916487692289;1;I am actually the worst anorexic;0;0;1;0;1;1;0;0;0;1;[];;
180;1,31854E+34;https://twitter.com/de_stroya/status/1318536187590725634;1;If skinny people can be skinny without being anorexic, why isn’t that the same for fat people? What people consider fat is entirely subjective. We can talk about bigger people wanting to love themselves without always involving health risks. News flash: a lot of know this.;0;0;1;0;1;1;0;0;0;0;[];;
182;1,31854E+32;https://twitter.com/kileyjbarr/status/1318536388619440129;1;the only good thing that has come from my weight gain after being anorexic, is my boobs going from a 32A (barely) to a 36D;0;0;1;0;1;1;0;0;0;1;[];;
183;1,31854E+34;https://twitter.com/moomincaIs/status/1318536419892187137;1;eating disorders are a mental illness. not everyone’s disorder revolves around being skinny, and not everyone wants to be skinny bc of beauty standards. it’s not a diet of the week, it’s a mental illness that will most likely kill you if you don’t recover from it.;0;0;1;0;1;0;0;0;0;0;[];;
187;1,31854E+34;https://twitter.com/neyfidelrosario/status/1318536679788023808;1;How To Recover From Workout Soreness Faster Watch It Here: https://t.co/k79byDkJIT  #training #trauma #strength #loveyourself #mindfulness #anorexia #hope #support #onedayatatime #gym #aa #eminem #massage #soberliving #soberaf #wedorecover #eatingdisorder #exercise #recovery https://t.co/G6a9pTUr26;0;0;1;0;0;0;0;1;0;0;['training', 'trauma', 'strength', 'loveyourself', 'mindfulness', 'anorexia', 'hope', 'support', 'onedayatatime', 'gym', 'aa', 'eminem', 'massage', 'soberliving', 'soberaf', 'wedorecover', 'eatingdisorder', 'exercise', 'recovery'];;
193;1,31854E+33;https://twitter.com/SC4RYC4LS/status/1318537301203582976;1;"I got in trouble at school so they called my mum and they also commented on my weight loss saying ""does she have anorexia"" I literally look the same though,";0;0;1;0;1;0;0;0;0;0;[];;
195;1,31854E+34;https://twitter.com/multisneakers/status/1318537702917181440;1;When i was anorexic, i had my then-bff constantly tell me this exact thing. I wasn't trying to get skinnier i was trying to make my waist proportionate to my almost flat chest and thin legs. How different people with eating disorders see their supposed flaws REALLY varies;0;0;1;0;1;0;0;0;0;0;[];;
219;1,31854E+34;https://twitter.com/jnkcuts/status/1318540690540953600;1;PSLLSLS WHERE R ALL THE ANOREXIC JUNGKOOKERS 🙏🙏 #jungkook #bts #btsarmy #BTS_Dynamite #jjk #jeonjungkook #btsjungkook #anorexic #ano #anorexia #jungkooked #ed;0;0;1;;1;1;1;0;0;;2001;;
230;1,31854E+33;https://twitter.com/till45kgs/status/1318541637962878978;1;i found out today my mom had anorexia.. #edtwt;0;0;1;0;0;0;0;0;0;0;['edtwt'];;
235;1,31854E+34;https://twitter.com/PWRTALKEurope/status/1318542204613382145;1;"📣 New Podcast! ""Eating Disorders and Health Issues"" on @Spreaker #anorexia #binge #body_shaming #bulimia #clinical_depression #counseling #covid_19 #depression #eating_disorder #journalist #medication #meditation #mental_health #mental_illiness https://t.co/5kVE0W1ax4";0;0;1;0;0;0;0;1;0;0;['anorexia', 'binge', 'body_shaming', 'bulimia', 'clinical_depression', 'counseling', 'covid_19', 'depression', 'eating_disorder', 'journalist', 'medication', 'meditation', 'mental_health', 'mental_illiness'];;
239;1,31854E+34;https://twitter.com/rilesstrvsnow/status/1318542283260727296;1;sixth grade me was always talkin bout how one day id glow up n get skinny n hot like shut up bitch ur gna develop an eating disorder that ur not even gna lose weight from and be the literal worst anorexic;0;0;1;0;1;0;0;0;0;0;[];;
243;1,31854E+34;https://twitter.com/baltimoresun/status/1318542680561995776;1;Announcing our next 10 Women to Watch. Today we recognize trailblazers in the broadcast booth and boardroom, problem-solvers keeping goods and data flowing amid the pandemic, and influencers making food, finance, and civic life more inclusive. https://t.co/mcoDzFDpQS https://t.co/2oVhEEBmlJ;0;0;0;0;0;0;0;0;0;0;[];;
244;1,31854E+33;https://twitter.com/EveUnleashed/status/1318542889685843968;1;"This is true of almost all scarcity, resources &amp; raw materials, food, housing and medicine, even privacy. We do not have a scarcity problem we have a politics problem.";0;1;0;0;0;0;0;0;0;0;[];;
245;1,31854E+34;https://twitter.com/Stpolishook/status/1318543076701458433;1;"@GoodwinVianna Holy crap! Thats horrific 😳 And then people are surprised when girls/women get eating disorders. I mean when i was anorexic that was a HUGE problem in moving towards recovery. People who didnt know were all praising my weightloss. I was down to 99 pounds &amp; VERY sick😔";0;0;1;0;1;0;0;0;0;0;[];;
246;1,31854E+34;https://twitter.com/hent4is/status/1318543144087146496;1;drank a rockstar nd ate noodles im literally the best anorexic;0;0;1;0;1;1;0;0;0;0;[];;
250;1,31854E+34;https://twitter.com/JeanneWhite/status/1318543344788701185;1;📹 Eating Disorders and Health Issues Betsy Wurzel’s guest today is Dr. Cynthia Bulik, Ph.D., FAED, and she will be talking about her book “Binge Control”. Dr. Cynthia Bulik is the founder of the UNC Center of Excellence Eating Disorder.... https://t.co/tXafEFw6zI;0;0;1;0;0;0;0;1;1;0;[];;
252;1,31854E+34;https://twitter.com/a34113384/status/1318543632006336512;1;I know this is ridiculous but the word “anorexic” seems so much more polished and disciplined than how I feel. I feel like a scatter brained bitch that doesn’t have her shit together so she attempts to control what goes into her ugly body.;0;0;1;0;1;0;0;0;0;1;[];;
255;1,31854E+34;https://twitter.com/till45kgs/status/1318543822410993666;1;im scared because my mom thinks i have anorexia or at least an ed and i found out she has anorexia so she would know 😔😔😔;0;0;1;0;1;0;0;0;0;1;[];;
256;1,31854E+33;https://twitter.com/ohmysanrio_/status/1318543862865027077;1;what is ejercicio vigoroso? my anorexic ass don't understand;0;0;1;0;1;0;0;0;0;1;[];;
265;1,31854E+34;https://twitter.com/JeanneWhite/status/1318544843065393163;1;Eating Disoder and Health Issues on the Heels of the Pandemic #anorexia #pandemic #COVID-19 https://t.co/t5IQiRSuZd;0;0;1;0;0;0;0;1;1;0;['anorexia', 'pandemic', 'COVID'];;
266;1,31854E+34;https://twitter.com/mdnewsdaily/status/1318544884844777472;1;High Calorie Refeeding: Successful in Treatment of Anorexia Nervosa https://t.co/f5Ob0tS6jH;0;0;1;0;0;0;0;1;1;0;[];;
267;1,31855E+33;https://twitter.com/tiredftme/status/1318545198172033030;1;byul :( we kinda have the same problem... me eating to at least have food in my stomach but not to actually **eat** bc i rarely feel hungry these few months...;0;0;1;0;1;0;0;0;0;1;[];;
269;1,31855E+34;https://twitter.com/emaciatedeity/status/1318545682014285830;1;@softqte i am the worst anorexic :(;0;0;1;0;1;0;0;0;0;1;[];;
270;1,31855E+34;https://twitter.com/RespectYourself/status/1318546048126693378;1;"RT @RYDaily: Signs of anorexia include: fear of gaining weight, unrealistic ideas about body shape or weight; denial of a problem; an 'inner voice' that challenges views on eating and exercise; strange or obsessive behaviour around eating; mood swings, depression, https://t.co/J6pf3MTN2j";0;0;1;0;0;0;0;1;0;0;[];;
271;1,31855E+34;https://twitter.com/copey_e/status/1318546178015940614;1;Genuine question from non medic re those advocating lockdown to #savetheNHS ICU beds. Can’t they go to hospitals in regions with capacity? People who need beds for MH conditions eg anorexia, psychosis etc are sent all over the country. 🤷🏼‍♀️ #geography #casedemic #healthparity;0;1;1;0;0;0;0;1;0;0;['savetheNHS', 'geography', 'casedemic', 'healthparity'];;
272;1,31855E+32;https://twitter.com/the_leery/status/1318546259267919872;1;If Mental Disorders were Creatures by SILLVI #PTSD https://t.co/0PtkUpebUl #BipolarDisorder https://t.co/6QxzvoMSV2 #anorexia https://t.co/KGRQZih3HX #Autism https://t.co/KnZedTPGu1;0;1;1;0;0;0;0;1;0;0;['PTSD', 'BipolarDisorder', 'anorexia', 'Autism'];;
273;1,31855E+34;https://twitter.com/AspenTobias/status/1318546268810104833;1;RT @Onision: IF YOU ARE ANOREXIC AND YOU ARE SHOWING OFF YOUR BODY ON YOUTUBE OR INSTAGRAM YOU ARE CANCER AND YOU ARE SPREADING IT TO OTHERS WHO ARE AT HIGH RISK FOR ANOREXIA GET SOME HELP BEFORE YOU HURT MORE PEOPLE!;0;0;1;0;0;0;1;0;0;0;[];;
274;1,31855E+34;https://twitter.com/keepingmine4now/status/1318546361558642689;1;"RT @EveUnleashed: This is true of almost all scarcity, resources &amp; raw materials, food, housing and medicine, even privacy. We do not have a scarcity problem we have a politics problem. https://t.co/iGfizzuzBe";0;1;0;0;0;0;0;0;0;0;[];;
275;1,31855E+34;https://twitter.com/AspenTobias/status/1318546437639184386;1;RT @Onision: TAKE A LOOK AT THAT ANOREXIC YOUTUBER'S INSTAGRAM AND PRAY TO FUCKING GOD SHE GETS HELP HOLY FUCK!!!;0;0;1;0;0;0;1;0;0;0;[];;
276;1,31855E+34;https://twitter.com/crapitscori/status/1318546568107143169;1;As a recovering anorexic, the pandemic has been fucking rough for me. I’ve had moments where I withheld food/purged. My anxiety has been sky high. But these past few weeks I’ve been healthy. Working out and eating right. I know I’ll have off days but today I’m proud of myself https://t.co/nA4V1K8VWV;0;0;1;0;1;0;0;0;0;2;[];;
277;1,31855E+34;https://twitter.com/jubblis/status/1318546591792418816;1;i just saw someone comment on a tiktok that anorexia is a disability BITCH...;0;0;1;0;1;1;1;0;0;1;[];;
280;1,31855E+34;https://twitter.com/sulfidebones/status/1318546978343616515;1;honestly this fuckin app has been a great binge/night eating perventer, i'll just slap in the 18 hr fast on as soon as i'm at my calorie limit. i'll be too scared to break the fast so i will simply Not Do It and then after the 18 hrs is over i can eat again https://t.co/BNwWz4uAjU;0;0;1;0;1;1;0;0;0;1;[];;
282;1,31855E+34;https://twitter.com/spoopycals/status/1318547496566706176;1;you can’t tell people with depression to just be happy. so what makes you think you can tell people with anorexia to just eat? or to tell people with bulimia to just have a good relationship with food?;0;0;1;0;1;0;0;0;0;1;[];;
286;1,31855E+34;https://twitter.com/medpagetoday/status/1318548387206205445;1;This strategy was successful in a randomized trial for inpatient treatment of #anorexia nervosa, reported @AndreaGarber2, PhD, RD, of @UCSF, in @JAMAPediatrics. #EatingDisorder #medtwitter https://t.co/Q6PiDfXyuW;0;0;1;0;0;0;0;1;1;0;['anorexia', 'EatingDisorder', 'medtwitter'];;
294;1,31855E+33;https://twitter.com/taekshrine/status/1318549543089283075;1;tw food diet internalized fatphobia me: [tries to stop binge eating] all how-to's: EAT BREAKFAST me: well fuck.  i cant eat breakfast it makes me feel sick and nauseous for the whole day. what do.. im gonna be fat forever ahh;0;0;1;0;1;0;0;0;0;0;[];;
308;1,31855E+34;https://twitter.com/EJBP__/status/1318551342588321792;1;pero that also triggers my binge eating tendencies and *tw* bulimia.;0;0;1;0;1;1;1;0;0;1;[];;
309;1,31855E+34;https://twitter.com/morbid_geek/status/1318551346094755843;1;i was stressed and ate a whole bowl of pasta, where's my badge for being the worst anorexic #edtwt;0;0;1;0;1;1;0;0;0;1;['edtwt'];;
313;1,31855E+33;https://twitter.com/hyunkcaI/status/1318551937449603073;1;also ffs stop calling yourself anorexic — ummm :( https://t.co/tYg4T6A6qY;0;0;1;0;1;1;0;0;0;1;[];;
315;1,31855E+34;https://twitter.com/hyunkcaI/status/1318552210842767365;1;"if im supposedly ""not anorexic"" bc im overweight then what am i? op cmon now";0;0;1;0;1;1;0;0;0;1;[];;
318;1,31855E+34;https://twitter.com/EdjNet/status/1318552553202790401;1;🇪🇸 #Spain has a #palmoil problem and it is nothing to do with #food 🍪 The country imports millions of tonnes from countries such as #Indonesia and #Malaysia 📊 https://t.co/FnjYHw0n5D  Via ✍️  @CristinaSuarezv, @guilleciro (@elConfidential) @transenv @RSPOtweets;0;0;1;0;0;0;0;1;0;0;['Spain', 'palmoil', 'food', 'Indonesia', 'Malaysia'];;
321;1,31855E+34;https://twitter.com/gayrexia/status/1318552928953782272;1;I'm genuinely confused because for most people I used to know, and me included, eating disorder was a gradual process. it started small and then felt worse and worse and worse. It felt like a need to restrict/binge. Not a snap of a finger type of start.;0;0;1;0;1;0;0;0;0;0;[];;
324;1,31855E+33;https://twitter.com/xbrokenrxse/status/1318553297616252931;1;Omg yes this is what anorexia really is. Don’t let the media fool you.;0;0;1;0;1;0;0;0;0;0;[];;
