,id_tweet,stream_group,text_orig,Commercial,POLITICS,ED,Family,ED_patience,ProED,Offensive,Informative,Scientific,Sad,hashtag,text,Segmented#
10,"1,31852E+33",1,Fuck off pussy bitch. The only cancerous thing i can think of rn is your existence.,0,0,1,0.0,0,0,1,0,0,0.0,[],"['fuck', 'pussy', 'bitch', 'cancerous', 'thing', 'think', 'rn', 'existence']",
11,"1,31852E+34",1,@Tapiokishi @toxiccals You are the best anorexic.,0,0,1,0.0,1,1,1,0,0,0.0,[],"['best', 'anorexic']",
12,"1,31852E+34",1,Starving: Anorexia at 14 Anorexia steals the very life out of its victims. The disorder seemingly consumes them even as they consume next to nothing. Our guest contributor shares about her struggle with anorexia and how it correlates with mental health. https://t.co/Uxt24YYauv https://t.co/NBLUK84Rg0,0,0,1,0.0,0,0,0,1,0,0.0,[],"['starving', 'anorexia', 'anorexia', 'steal', 'life', 'victim', 'disorder', 'seemingly', 'consumes', 'even', 'consume', 'next', 'nothing', 'guest', 'contributor', 'share', 'struggle', 'anorexia', 'correlate', 'mental', 'health']",
13,"1,31852E+34",1,Irl did this and lost 6kg she’s the real anorexic https://t.co/WvmFyxbWk2,0,0,1,0.0,1,1,0,0,0,0.0,[],"['irl', 'lost', 'kg', 'shes', 'real', 'anorexic']",
14,"1,31852E+34",1,tw/ weight / i don’t think y’all know how fucking frustrating it is for me to tell myself to lose weight everyday and failing every fucking single day for months already because all i do is binge eating and hating myself.,0,0,1,0.0,1,1,0,0,0,1.0,[],"['tw', 'weight', 'dont', 'think', 'yall', 'know', 'fucking', 'frustrating', 'tell', 'lose', 'weight', 'everyday', 'failing', 'every', 'fucking', 'single', 'day', 'month', 'already', 'binge', 'eating', 'hating']",
15,"1,31852E+34",1,my  dad  suggesting  me  pizza  ..  i  am  anorexic  and  currently  trying  to  keep  my  calorie  intake  under  100  today  mind  your  own  business,0,0,1,0.0,1,1,0,0,0,1.0,[],"['dad', 'suggesting', 'pizza', 'anorexic', 'currently', 'trying', 'keep', 'calorie', 'intake', 'today', 'mind', 'business']",
16,"1,31852E+33",1,"A family that eats together build a connection that strengthens the family ties. We only not enjoy the sharing of food, achievements and topics that makes us laugh but this also serves the way to open up personal issue, conflicts, problem encountered by each of the family member.",0,0,0,0.0,0,0,0,0,0,1.0,[],"['family', 'eats', 'together', 'build', 'connection', 'strengthens', 'family', 'tie', 'enjoy', 'sharing', 'food', 'achievement', 'topic', 'make', 'u', 'laugh', 'also', 'serf', 'way', 'open', 'personal', 'issue', 'conflict', 'problem', 'encountered', 'family', 'member']",
17,"1,31852E+34",1,@Crhedrys Problem for who no get money to buy food and fuel oo #EndBadGoveranceInNigeria,0,1,0,0.0,0,0,0,1,0,,['EndBadGoveranceInNigeria'],"['problem', 'get', 'money', 'buy', 'food', 'fuel', 'oo']",end bad goverance in nigeria
18,"1,31852E+34",1,"tw // anorexia i have anorexia, and this is literally so offensive? stfu",0,0,1,0.0,1,1,0,0,0,1.0,[],"['tw', 'anorexia', 'anorexia', 'literally', 'offensive', 'stfu']",
19,"1,31852E+34",1,"i'm irene, very awkward girl, 18. either binge eating or starving, never an inbetween :) cw and hw is 186, and my first goal weight is 175. idk about ugw yet.",0,0,1,0.0,1,1,0,0,0,1.0,[],"['im', 'irene', 'awkward', 'girl', 'either', 'binge', 'eating', 'starving', 'never', 'inbetween', 'cw', 'hw', 'first', 'goal', 'weight', 'idk', 'ugw', 'yet']",
20,"1,31852E+34",1,@VALYJAY they r the bezt anorexic,0,0,1,0.0,1,1,0,0,0,2.0,[],"['r', 'bezt', 'anorexic']",
21,"1,31852E+33",1,"So since they announced curfew by 12pm, and it’s effective from 4pm, how will people who are at work, and don’t have their homes stocked with enough food, fuel (since power is a big problem) and other resources to last the next 24hours cope? Did they think about this or? #EndSARS",0,1,0,,0,0,0,1,0,,['EndSARS'],"['since', 'announced', 'curfew', 'pm', 'effective', 'pm', 'people', 'work', 'dont', 'home', 'stocked', 'enough', 'food', 'fuel', 'since', 'power', 'big', 'problem', 'resource', 'last', 'next', 'hour', 'cope', 'think']",end sars
22,"1,31852E+34",1,@kaydoloo you are the best anorexic,0,0,1,0.0,1,1,0,0,0,2.0,[],"['best', 'anorexic']",
23,"1,31852E+34",1,RT @tinyshroom95: the bonespo/thinspo on PH if you type in anorexic is INSANE,0,0,1,0.0,1,1,0,0,0,1.0,[],"['bonespo', 'thinspo', 'ph', 'type', 'anorexic', 'insane']",
24,"1,31852E+33",1,RT @sdapg6: ☁️ manifestation : - i am free from binge eating disorder. - i am free from any binge thought. - i am free from any binge cycle. - i am immune to binge. - i am able to restrict really low. - i am able to fast for really long. - i lose 20 kg instantly. - i get to my ugw instantly. https://t.co/xTZoCW6qHC,0,0,1,0.0,1,1,0,0,0,0.0,[],"['manifestation', 'free', 'binge', 'eating', 'disorder', 'free', 'binge', 'thought', 'free', 'binge', 'cycle', 'immune', 'binge', 'able', 'restrict', 'really', 'low', 'able', 'fast', 'really', 'long', 'lose', 'kg', 'instantly', 'get', 'ugw', 'instantly']",
25,"1,31852E+34",1,maxy is the best anorexic,0,0,1,0.0,1,1,0,0,0,2.0,[],"['maxy', 'best', 'anorexic']",
26,"1,31852E+34",1,"broke my fast at 47hrs cause i felt like i was seriously about to die, my mom had to bring me food to my bed and she’s so worried now, asked me when the last time i ate was (i lied), said i look sick and that “anorexia is no joke” i’m feeling bad now",0,0,1,0.0,1,1,0,0,0,1.0,[],"['broke', 'fast', 'hr', 'cause', 'felt', 'like', 'wa', 'seriously', 'die', 'mom', 'bring', 'food', 'bed', 'shes', 'worried', 'asked', 'last', 'time', 'ate', 'wa', 'lied', 'said', 'look', 'sick', 'anorexia', 'joke', 'im', 'feeling', 'bad']",
27,"1,31852E+33",1,@lovelylilmisty I GET CALLED ANOREXIC ALL THE TIME EVEN WHEN I WAS AT MY HW 😐 MADE ME FEEL LIIE I WAS BEING MOCKED,0,0,1,0.0,1,1,0,0,0,1.0,[],"['get', 'called', 'anorexic', 'time', 'even', 'wa', 'hw', 'made', 'feel', 'liie', 'wa', 'mocked']",
28,"1,31852E+34",1,Eating disorder inquests : Anorexia ignorance 'major concern' - BBC News https://t.co/IYgcARFToF,0,0,1,0.0,0,0,0,1,1,0.0,[],"['eating', 'disorder', 'inquest', 'anorexia', 'ignorance', 'major', 'concern', 'bbc', 'news']",
29,"1,31852E+34",1,"Agbero will extort,Harass,intimidate truck/cart pushers , food vendors, hawkers. These has to stop too. They are also part of the problem.   #EndBadGoveranceInNigeria  #Endsars #EndPoliceBrutalityinNigeraNOW",0,1,0,0.0,0,0,0,1,0,0.0,"['EndBadGoveranceInNigeria', 'Endsars', 'EndPoliceBrutalityinNigeraNOW']","['agbero', 'extort', 'harass', 'intimidate', 'truck', 'cart', 'pusher', 'food', 'vendor', 'hawker', 'ha', 'stop', 'also', 'part', 'problem']",end bad goverance in nigeria  endsars  end police brutalityin nigera now
30,"1,31852E+34",1,I was so hungry today from waiting so late to eat lunch that I almost passed out…and I was shaking. How was I ever anorexic. Like seriously? 🥴 https://t.co/38Gg8RWft3,0,0,1,0.0,0,0,0,0,0,0.0,[],"['wa', 'hungry', 'today', 'waiting', 'late', 'eat', 'lunch', 'almost', 'passed', 'outand', 'wa', 'shaking', 'wa', 'ever', 'anorexic', 'like', 'seriously']",
31,"1,31852E+34",1,I just found out that years ago a family took their anorexic daughter to court for refusing to eat??? That is wild,0,0,1,0.0,1,1,0,0,0,0.0,[],"['found', 'year', 'ago', 'family', 'took', 'anorexic', 'daughter', 'court', 'refusing', 'eat', 'wild']",
32,"1,31852E+33",1,I’ve been binge eating this week since I got severely dehydrated I need to turn this around 😅,0,0,1,0.0,0,0,0,0,0,0.0,[],"['ive', 'binge', 'eating', 'week', 'since', 'got', 'severely', 'dehydrated', 'need', 'turn', 'around']",
33,"1,31852E+34",1,how r u gonna be racist n anorexic pick a struggle,0,0,1,0.0,1,1,0,0,0,0.0,[],"['r', 'u', 'gonna', 'racist', 'n', 'anorexic', 'pick', 'struggle']",
34,"1,31853E+34",1,Problem for who no get food for house.. #EndSARS #endpolicebrutality.,0,1,0,0.0,0,0,0,1,0,0.0,"['EndSARS', 'endpolicebrutality']","['problem', 'get', 'food', 'house', ' ']",end sars endpolicebrutality
35,"1,31853E+34",1,i drink 5 slim/green teas a day am i good anorexic already,0,0,1,0.0,1,1,0,0,0,0.0,[],"['drink', 'slim', 'green', 'tea', 'day', 'good', 'anorexic', 'already']",
36,"1,31853E+34",1,"This curfew no be my problem, we are law abiding citizens, my problem is where man pikin go see food like the one we dey chop for protest in the next 24 hours or more😩.  #EndPoliceBrutalityinNigeraNOW #EndSARS",0,1,0,,0,0,0,1,0,,"['EndPoliceBrutalityinNigeraNOW', 'EndSARS']","['curfew', 'problem', 'law', 'abiding', 'citizen', 'problem', 'man', 'pikin', 'go', 'see', 'food', 'like', 'one', 'dey', 'chop', 'protest', 'next', 'hour']",end police brutalityin nigera now  end sars
37,"1,31853E+34",1,"We invade their territory. We decimate their food supply. We melt their ice. So how are #polarbears the predators here? #Humans are the planet's biggest problem because we won't share, co-operate or learn. #ClimateChangeIsReal",0,1,0,0.0,0,0,0,1,0,0.0,"['polarbears', 'Humans', 'ClimateChangeIsReal']","['invade', 'territory', 'decimate', 'food', 'supply', 'melt', 'ice', 'predator', 'planets', 'biggest', 'problem', 'wont', 'share', 'cooperate', 'learn']",polarbears  humans  climate change is real
38,"1,31853E+34",1,"I frequently only eat one meal a day, with no problem at all. However the moment I start a juice cleanse, all I can think about is food 😂 Currently I’m craving marrons glacés... If anyone wants to have some delivered to me for Friday when I can eat again, I would be grateful! https://t.co/IsM9cb8so3",0,0,0,0.0,0,0,0,0,0,0.0,[],"['frequently', 'eat', 'one', 'meal', 'day', 'problem', 'however', 'moment', 'start', 'juice', 'cleanse', 'think', 'food', 'currently', 'im', 'craving', 'marrons', 'glacs', 'anyone', 'want', 'delivered', 'friday', 'eat', 'would', 'grateful']",
39,"1,31853E+34",1,"@reemrecovering Substance abuse causes anxiety disorder.  Addicts try to manage their anxieties by 'using',  unknowingly feeding it at the same time.  Always remember that WAKING UP CLEAN &amp; SOBER  is the first gift of every day. https://t.co/HJkqedCE3r",0,0,1,0.0,0,0,0,1,1,0.0,[],"['substance', 'abuse', 'cause', 'anxiety', 'disorder', 'addict', 'try', 'manage', 'anxiety', 'using', 'unknowingly', 'feeding', 'time', 'always', 'remember', 'waking', 'clean', 'sober', 'first', 'gift', 'every', 'day']",
40,"1,31853E+33",1,Trying to control my food intake again. Been binge eating chocolates every night &amp; i know its bad 😭 but starting today imma stop,0,0,1,0.0,1,0,0,0,0,1.0,[],"['trying', 'control', 'food', 'intake', 'binge', 'eating', 'chocolate', 'every', 'night', 'know', 'bad', 'starting', 'today', 'imma', 'stop']",
41,"1,31853E+34",1,"RT @RCEMevents: Anorexia Nervosa has a 20% mortality rate. This study day gives insight into the physical &amp; mental impact of eating disorders on patients &amp; carers. It will cover the Marsipan guidelines, essential for managing these patients in the ED.  Book now ➡ https://t.co/nAW8eW1q5L https://t.co/Tj3vvHFxl0",0,0,1,0.0,0,0,0,1,1,0.0,[],"['anorexia', 'nervosa', 'ha', 'mortality', 'rate', 'study', 'day', 'give', 'insight', 'physical', 'mental', 'impact', 'eating', 'disorder', 'patient', 'carers', 'cover', 'marsipan', 'guideline', 'essential', 'managing', 'patient', 'ed', 'book']",
42,"1,31853E+34",1,@DannieMarie760 lol real men love it the media love those skinny anorexia girls on those perfume commercials.,0,0,1,0.0,0,1,0,0,0,0.0,[],"['lol', 'real', 'men', 'love', 'medium', 'love', 'skinny', 'anorexia', 'girl', 'perfume', 'commercial']",
43,"1,31853E+34",1,everything bagel seasoning duh: 5 calories per serving - my personal fave - makes your food not taste like anorexia https://t.co/wAI2wHmu3i,0,0,1,0.0,1,1,0,0,0,0.0,[],"['everything', 'bagel', 'seasoning', 'duh', 'calorie', 'per', 'serving', 'personal', 'fave', 'make', 'food', 'taste', 'like', 'anorexia']",
44,"1,31853E+34",1,"Eating Disorders and Health Issues on the Heels of the Pandemic - Eating Disorders and Health Issues on the Heels of the Pandemic Betsy Wurzel’s guest today is Dr. Cynthia Bulik, Ph.D., FAED, and she will be talking about her book “Binge... https://t.co/1kC72HeAJc",0,0,1,0.0,0,0,0,1,1,0.0,[],"['eating', 'disorder', 'health', 'issue', 'heel', 'pandemic', 'eating', 'disorder', 'health', 'issue', 'heel', 'thepandemic', 'betsy', 'wurzels', 'guest', 'today', 'dr', 'cynthia', 'bulik', 'ph', 'faed', 'talking', 'book', 'binge']",
45,"1,31853E+33",1,Ya'll binge watching series at your home and I can't stop here binge eating at my home😑,0,0,1,0.0,1,0,0,0,0,0.0,[],"['yall', 'binge', 'watching', 'series', 'home', 'cant', 'stop', 'binge', 'eating', 'home']",
46,"1,31853E+34",1,i got diagnosed with anorexia and bulimia........ guess my parents can take me seriously now,0,0,1,0.0,1,0,0,0,0,0.0,[],"['got', 'diagnosed', 'anorexia', 'bulimia', 'guess', 'parent', 'take', 'seriously']",
47,"1,31853E+34",1,"TW / ED / eating disorder  I just binge ate after not having done so in a couple months, because of stress and anxiety and now I'm even more  stressed and anxious than before and hate myself uGH",0,0,1,0.0,1,0,0,0,0,1.0,[],"['tw', 'ed', 'eating', 'disorder', 'binge', 'ate', 'done', 'couple', 'month', 'stress', 'anxiety', 'im', 'even', 'stressed', 'anxious', 'hate', 'ugh']",
48,"1,31853E+33",1,my eating disorder has 0 to do with looking beautiful. its not about wanting to be skinny for beauty reasons. its not about that for me and it for sure its about that for many others,0,0,1,0.0,1,1,0,0,0,0.0,[],"['eating', 'disorder', 'ha', 'looking', 'beautiful', 'wanting', 'skinny', 'beauty', 'reason', 'sure', 'many', 'others']",
49,"1,31853E+34",1,suddenly eating excessive carbs after high protein-low carb diet 🤢 i regret binge eating pasta ughhh 🤢,0,0,1,0.0,1,1,0,0,0,1.0,[],"['suddenly', 'eating', 'excessive', 'carbs', 'high', 'proteinlow', 'carb', 'diet', 'regret', 'binge', 'eating', 'pasta', 'ughhh']",
50,"1,31853E+33",1,i am the Worst anorexic👎,0,0,1,0.0,1,1,0,0,0,1.0,[],"['worst', 'anorexic']",
51,"1,31853E+34",1,"RT @SEDAF18: We are looking for #autistic women living with a restrictive eating disorder (e.g. #anorexianervosa, atypical anorexia, #ARFID) to take part in our online study. More details below. Please email Charli (babbc@cardiff.ac.uk) or Janina (janina.brede@ucl.ac.uk) to participate! https://t.co/pFW4EddNZp",0,0,1,0.0,0,0,0,1,1,0.0,"['autistic', 'anorexianervosa', 'ARFID']","['looking', 'woman', 'living', 'restrictive', 'eating', 'disorder', 'e', 'g', 'atypical', 'anorexia', 'take', 'part', 'online', 'study', 'detail', 'please', 'email', 'charli', 'babbcacuk', 'janina', 'janinabredeacuk', 'participate']",autistic anorexianervosa arfid
52,"1,31853E+33",1,"Do you have to be underweight to be classed as having anorexia, or do you think it’s more of a mental disorder than physical?",0,0,1,0.0,1,1,0,0,0,1.0,[],"['underweight', 'classed', 'anorexia', 'think', 'mental', 'disorder', 'physical']",
53,"1,31853E+33",1,recovery for me is just binging and relapsing is not eating for a week just to binge again&lt;\3 all i know is pain,0,0,1,0.0,1,1,0,0,0,1.0,[],"['recovery', 'binging', 'relapsing', 'eating', 'week', 'binge', 'lt', 'know', 'pain']",
54,"1,31853E+34",1,"Also, can you have anorexia and still binge without purging?",0,0,1,0.0,1,1,0,0,0,0.0,[],"['also', 'anorexia', 'still', 'binge', 'without', 'purging']",
55,"1,31853E+33",1,I wrote this super personal/deeply nerdy story about the incomparable ⁦@cbulik⁩’s groundbreaking work on the genetics of #eatingdisorders. 5 YEARS LATER it’s finally out! ⁦@elemental⁩ Is Anorexia Genetic? Here's What Science Says. | Elemental https://t.co/LsR36buoTg,0,0,1,0.0,0,0,0,1,1,2.0,['eatingdisorders'],"['wrote', 'super', 'personal', 'deeply', 'nerdy', 'story', 'incomparable', 'groundbreaking', 'work', 'genetics', 'year', 'later', 'finally', 'anorexia', 'genetic', 'heres', 'science', 'say', 'elemental']",eating disorders
56,"1,31853E+34",1,@miasucks3 I was asking what Ed is that considered because I know with anorexia people don’t classify you as it until you have a specific weight :/,0,0,1,0.0,0,0,0,0,0,1.0,[],"['wa', 'asking', 'ed', 'considered', 'know', 'anorexia', 'people', 'dont', 'classify', 'specific', 'weight']",
57,"1,31854E+34",1,"i need more moots so here's a bit about me: 🥀Yuna 🥀20 years old 🥀ednos, binge-starving periods 🥀tried recovering 2 times 🥀used to have anorexia and orthorexia 🥀158 cm 🥀ugw: 43 kg Looking for 18+ moots #edtwt #proana #thinspo https://t.co/DIJqBhAaxo",0,0,1,0.0,1,1,1,0,0,0.0,"['edtwt', 'proana', 'thinspo']","['need', 'moot', 'heres', 'bit', 'yuna', 'year', 'old', 'ednos', 'bingestarving', 'period', 'tried', 'recovering', 'time', 'used', 'anorexia', 'orthorexia', 'cm', 'ugw', 'kg', 'looking', 'moot']",edtwt proana  thinspo
58,"1,31854E+34",1,RT @petersuber: Closed seeds (for lack of a better term) are a real thing and a real problem.  And there's a real solution: #opensource seeds. See for example: * From 2017 = https://t.co/tHBOiIZlax * From 2019 = https://t.co/trK6HMjkU5 https://t.co/YPqIQfnXZ8,0,0,1,0.0,0,0,0,1,1,0.0,['opensource'],"['closed', 'seed', 'lack', 'better', 'term', 'real', 'thing', 'real', 'problem', 'theres', 'real', 'solution', 'seed', 'see', 'example']",open source
59,"1,31854E+34",1,Y’all love to act like fat means obese. No one is out here saying skinny means anorexic though.,0,0,1,0.0,1,1,0,0,0,0.0,[],"['yall', 'love', 'act', 'like', 'fat', 'mean', 'obese', 'one', 'saying', 'skinny', 'mean', 'anorexic', 'though']",
60,"1,31854E+34",1,I am actually the worst anorexic,0,0,1,0.0,1,1,0,0,0,1.0,[],"['actually', 'worst', 'anorexic']",
61,"1,31854E+34",1,"If skinny people can be skinny without being anorexic, why isn’t that the same for fat people? What people consider fat is entirely subjective. We can talk about bigger people wanting to love themselves without always involving health risks. News flash: a lot of know this.",0,0,1,0.0,1,1,0,0,0,0.0,[],"['skinny', 'people', 'skinny', 'without', 'anorexic', 'isnt', 'fat', 'people', 'people', 'consider', 'fat', 'entirely', 'subjective', 'talk', 'bigger', 'people', 'wanting', 'love', 'without', 'always', 'involving', 'health', 'risk', 'news', 'flash', 'lot', 'know']",
62,"1,31854E+32",1,"the only good thing that has come from my weight gain after being anorexic, is my boobs going from a 32A (barely) to a 36D",0,0,1,0.0,1,1,0,0,0,1.0,[],"['good', 'thing', 'ha', 'come', 'weight', 'gain', 'anorexic', 'boob', 'going', 'barely']",
63,"1,31854E+34",1,"eating disorders are a mental illness. not everyone’s disorder revolves around being skinny, and not everyone wants to be skinny bc of beauty standards. it’s not a diet of the week, it’s a mental illness that will most likely kill you if you don’t recover from it.",0,0,1,0.0,1,0,0,0,0,0.0,[],"['eating', 'disorder', 'mental', 'illness', 'everyones', 'disorder', 'revolves', 'around', 'skinny', 'everyone', 'want', 'skinny', 'bc', 'beauty', 'standard', 'diet', 'week', 'mental', 'illness', 'likely', 'kill', 'dont', 'recover']",
64,"1,31854E+34",1,How To Recover From Workout Soreness Faster Watch It Here: https://t.co/k79byDkJIT  #training #trauma #strength #loveyourself #mindfulness #anorexia #hope #support #onedayatatime #gym #aa #eminem #massage #soberliving #soberaf #wedorecover #eatingdisorder #exercise #recovery https://t.co/G6a9pTUr26,0,0,1,0.0,0,0,0,1,0,0.0,"['training', 'trauma', 'strength', 'loveyourself', 'mindfulness', 'anorexia', 'hope', 'support', 'onedayatatime', 'gym', 'aa', 'eminem', 'massage', 'soberliving', 'soberaf', 'wedorecover', 'eatingdisorder', 'exercise', 'recovery']","['recover', 'workout', 'soreness', 'faster', 'watch']",training  trauma strength  love yourself  mindfulness  anorexia  hope support  one day at a time  gym aa eminem  massage  soberliving  sober af wedorecover  eating disorder  exercise  recovery
65,"1,31854E+33",1,"I got in trouble at school so they called my mum and they also commented on my weight loss saying ""does she have anorexia"" I literally look the same though,",0,0,1,0.0,1,0,0,0,0,0.0,[],"['got', 'trouble', 'school', 'called', 'mum', 'also', 'commented', 'weight', 'loss', 'saying', 'doe', 'anorexia', 'literally', 'look', 'though']",
66,"1,31854E+34",1,"When i was anorexic, i had my then-bff constantly tell me this exact thing. I wasn't trying to get skinnier i was trying to make my waist proportionate to my almost flat chest and thin legs. How different people with eating disorders see their supposed flaws REALLY varies",0,0,1,0.0,1,0,0,0,0,0.0,[],"['wa', 'anorexic', 'thenbff', 'constantly', 'tell', 'exact', 'thing', 'wasnt', 'trying', 'get', 'skinnier', 'wa', 'trying', 'make', 'waist', 'proportionate', 'almost', 'flat', 'chest', 'thin', 'leg', 'different', 'people', 'eating', 'disorder', 'see', 'supposed', 'flaw', 'really', 'varies']",
67,"1,31854E+34",1,PSLLSLS WHERE R ALL THE ANOREXIC JUNGKOOKERS 🙏🙏 #jungkook #bts #btsarmy #BTS_Dynamite #jjk #jeonjungkook #btsjungkook #anorexic #ano #anorexia #jungkooked #ed,0,0,1,,1,1,1,0,0,,"['jungkook', 'bts', 'btsarmy', 'BTS_Dynamite', 'jjk', 'jeonjungkook', 'btsjungkook', 'anorexic', 'ano', 'anorexia', 'jungkooked', 'ed']","['psllsls', 'r', 'anorexic', 'jungkookers']",jungkook bts btsarmy bts _ dynamite jjk jeonjungkook btsjungkook anorexic ano anorexia jungkooked ed
68,"1,31854E+33",1,i found out today my mom had anorexia.. #edtwt,0,0,1,0.0,0,0,0,0,0,0.0,['edtwt'],"['found', 'today', 'mom', 'anorexia']",ed twt
69,"1,31854E+34",1,"📣 New Podcast! ""Eating Disorders and Health Issues"" on @Spreaker #anorexia #binge #body_shaming #bulimia #clinical_depression #counseling #covid_19 #depression #eating_disorder #journalist #medication #meditation #mental_health #mental_illiness https://t.co/5kVE0W1ax4",0,0,1,0.0,0,0,0,1,0,0.0,"['anorexia', 'binge', 'body_shaming', 'bulimia', 'clinical_depression', 'counseling', 'covid_19', 'depression', 'eating_disorder', 'journalist', 'medication', 'meditation', 'mental_health', 'mental_illiness']","['new', 'podcast', 'eating', 'disorder', 'health', 'issue']",anorexia  binge body_ shaming  bulimia clinical_ depression   counseling  covid_19  depression  eating_disorder  journalist  medication  meditation  mental_ health  mental_illiness
70,"1,31854E+34",1,sixth grade me was always talkin bout how one day id glow up n get skinny n hot like shut up bitch ur gna develop an eating disorder that ur not even gna lose weight from and be the literal worst anorexic,0,0,1,0.0,1,0,0,0,0,0.0,[],"['sixth', 'grade', 'wa', 'always', 'talkin', 'bout', 'one', 'day', 'id', 'glow', 'n', 'get', 'skinny', 'n', 'hot', 'like', 'shut', 'bitch', 'ur', 'gna', 'develop', 'eating', 'disorder', 'ur', 'even', 'gna', 'lose', 'weight', 'literal', 'worst', 'anorexic']",
71,"1,31854E+34",1,"Announcing our next 10 Women to Watch. Today we recognize trailblazers in the broadcast booth and boardroom, problem-solvers keeping goods and data flowing amid the pandemic, and influencers making food, finance, and civic life more inclusive. https://t.co/mcoDzFDpQS https://t.co/2oVhEEBmlJ",0,0,0,0.0,0,0,0,0,0,0.0,[],"['announcing', 'next', 'woman', 'watch', 'today', 'recognize', 'trailblazer', 'broadcast', 'booth', 'boardroom', 'problemsolvers', 'keeping', 'good', 'data', 'flowing', 'amid', 'pandemic', 'influencers', 'making', 'food', 'finance', 'civic', 'life', 'inclusive']",
