;id_row;id;id_tweet;url_tweet;text_orig;ED_Patient;ProED;informative;scientific;hashtags;falcon2_responses;entities_instances_wikidata;entities_labels_wikidata;entities_instances_wikidata_cleaned;entities_labels_wikidata_cleaned;spacy_entities_ids;spacy_entities_urls;spacy_entities_labels
641;641;1,32E+34;https://twitter.com/Sofia03962485/status/1324905327494508544;1;"★𝙉𝙚𝙬 𝙩𝙤 𝙚𝙙 𝙩𝙬𝙩★ ★𝘢𝘨𝘦; 13★ ★𝘊𝘸; 192 🤢★ ★𝘎𝘸; 150 𝘰𝘳 140★ ★𝑹𝒆𝒑𝒍𝒚 𝒘𝒊𝒕𝒉 𝒔𝒐𝒎𝒆 𝒎𝒆𝒂𝒏𝒔𝒑𝒐 𝒑𝒍𝒆𝒂𝒔𝒆★ ★𝑯𝒆𝒓𝒆 𝒊𝒔 𝒔𝒐𝒎𝒆 𝒕𝒉𝒊𝒏𝒔𝒑𝒐 &lt;3★ #EDtwt #ed #anorexic #thinspos https://t.co/Sj49LHvOrj";1;1;0;0;['EDtwt', 'ed', 'anorexic', 'thinspos'];"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">
<title>500 Internal Server Error</title>
<h1>Internal Server Error</h1>
<p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
";['No entity'];['No entity'];[];[];[1143151, 37];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q37', 'https://www.wikidata.org/wiki/Q1615430', 'https://www.wikidata.org/wiki/Q3421309'];['Pro-ana', 'Lithuania']
642;642;1,32E+33;https://twitter.com/maureen_busby/status/1324911900979843074;1;#Alexithymia (identitying + talking about yr feelings) is also common in #eatingdisorders + high in #anorexia Investigating alexithymia in #autism: A systematic review and meta-analysis https://t.co/xKTaq2CojF;0;0;1;1;['Alexithymia', 'eatingdisorders', 'anorexia', 'autism'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q1129046>"",""Alexithymia""],[""<http://www.wikidata.org/entity/Q28865555>"",""(identitying +""],[""<http://www.wikidata.org/entity/Q390333>"",""Yr feelings)""],[""<http://www.wikidata.org/entity/Q26445188>"",""Common in eatingdisorders + high in anorexia""],[""<http://www.wikidata.org/entity/Q277547>"",""A""],[""<http://www.wikidata.org/entity/Q28081031>"",""Alexithymia in autism:  systematic review""],[""<http://www.wikidata.org/entity/Q1566093>"",""meta-analysis https://tco/xktaq2cojf""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P1401>"",""talking""]]}
";['http://www.wikidata.org/entity/Q1129046', 'http://www.wikidata.org/entity/Q28865555', 'http://www.wikidata.org/entity/Q390333', 'http://www.wikidata.org/entity/Q26445188', 'http://www.wikidata.org/entity/Q277547', 'http://www.wikidata.org/entity/Q28081031', 'http://www.wikidata.org/entity/Q1566093'];['Alexithymia', '(identitying +', 'Yr feelings)', 'Common in eatingdisorders + high in anorexia', 'A', 'Alexithymia in autism:  systematic review', 'meta-analysis https://tco/xktaq2cojf'];[];[];[205555, 38404, 7754, 1900125];['https://www.wikidata.org/wiki/Q205555', 'https://www.wikidata.org/wiki/Q1129046', 'https://www.wikidata.org/wiki/Q38404', 'https://www.wikidata.org/wiki/Q1504425', 'https://www.wikidata.org/wiki/Q7754', 'https://www.wikidata.org/wiki/Q1900125', 'https://www.wikidata.org/wiki/Q33875'];['feeling', 'autism', 'mathematical analysis', 'multiplication sign']
643;643;1,32E+34;https://twitter.com/disuzius/status/1324956030757957632;1;#Coroner says loss of life of #anorexic pupil, 19, might have been prevented and was #contributed to by #neglect https://t.co/ZWjBdaOP4E #avoided #death #student;0;0;1;0;['Coroner', 'anorexic', 'contributed', 'neglect', 'avoided', 'death', 'student'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q1134614>"",""Coroner""],[""<http://www.wikidata.org/entity/Q406654>"",""Loss of life of anorexic pupil, 19,""],[""<http://www.wikidata.org/entity/Q44484>"",""Neglect https://tco/zwjbdaop4e""],[""<http://www.wikidata.org/entity/Q48282>"",""Death student""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P3025>"",""says""],[""<http://www.wikidata.org/entity/P371>"",""prevented""],[""<http://www.wikidata.org/entity/P3919>"",""contributed""],[""<http://www.wikidata.org/entity/P725>"",""avoided""]]}
";['http://www.wikidata.org/entity/Q1134614', 'http://www.wikidata.org/entity/Q406654', 'http://www.wikidata.org/entity/Q44484', 'http://www.wikidata.org/entity/Q48282'];['Coroner', 'Loss of life of anorexic pupil, 19,', 'Neglect https://tco/zwjbdaop4e', 'Death student'];[];[];[1121708, 3, 48282, 9035, 4];['https://www.wikidata.org/wiki/Q1121708', 'https://www.wikidata.org/wiki/Q3', 'https://www.wikidata.org/wiki/Q48282', 'https://www.wikidata.org/wiki/Q1931511', 'https://www.wikidata.org/wiki/Q9035', 'https://www.wikidata.org/wiki/Q4'];['failure', 'life', 'student', 'Danish', 'death']
644;644;1,32E+33;https://twitter.com/SarahJaneCritch/status/1324979744341975040;1;PLEASE take this seriously... Anorexia kills people. Many anorexic patients also meet criteria for #autism. It’s not about weight and shape, it’s about control and numbers. Treatment in eating disorder services MUST have autism training and adopt to the needs of #autistic ppl;0;0;1;1;['autism', 'autistic'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q263298>"",""Seriously anorexia""],[""<http://www.wikidata.org/entity/Q21091184>"",""anorexic patients""],[""<http://www.wikidata.org/entity/Q7062025>"",""criteria for autism it\u2019s not about weight""],[""<http://www.wikidata.org/entity/Q327416>"",""Shape, it\u2019s about control""],[""<http://www.wikidata.org/entity/Q5935>"",""Numbers treatment""],[""<http://www.wikidata.org/entity/Q1270812>"",""Must""],[""<http://www.wikidata.org/entity/Q21284783>"",""disorder services  have autism training""],[""<http://www.wikidata.org/entity/Q1637843>"",""Needs of autistic ppl""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P4331>"",""kills""],[""<http://www.wikidata.org/entity/P4827>"",""meet""],[""<http://www.wikidata.org/entity/P921>"",""eating""],[""<http://www.wikidata.org/entity/P172>"",""people""]]}
";['http://www.wikidata.org/entity/Q263298', 'http://www.wikidata.org/entity/Q21091184', 'http://www.wikidata.org/entity/Q7062025', 'http://www.wikidata.org/entity/Q327416', 'http://www.wikidata.org/entity/Q5935', 'http://www.wikidata.org/entity/Q1270812', 'http://www.wikidata.org/entity/Q21284783', 'http://www.wikidata.org/entity/Q1637843'];['Seriously anorexia', 'anorexic patients', 'criteria for autism it’s not about weight', 'Shape, it’s about control', 'Numbers treatment', 'Must', 'disorder services  have autism training', 'Needs of autistic ppl'];[];[];[5, 181600, 5186556, 38404, 11423, 207961, 11175, 11563, 44127, 38404, 190258, 7246865];['https://www.wikidata.org/wiki/Q5', 'https://www.wikidata.org/wiki/Q181600', 'https://www.wikidata.org/wiki/Q5186556', 'https://www.wikidata.org/wiki/Q38404', 'https://www.wikidata.org/wiki/Q11423', 'https://www.wikidata.org/wiki/Q207961', 'https://www.wikidata.org/wiki/Q11175', 'https://www.wikidata.org/wiki/Q11563', 'https://www.wikidata.org/wiki/Q44127', 'https://www.wikidata.org/wiki/Q38404', 'https://www.wikidata.org/wiki/Q190258', 'https://www.wikidata.org/wiki/Q7246865'];['human', 'patient', 'Criteria', 'autism', 'mass', 'shape', 'circumflex', 'number', 'server', 'autism', 'need', 'probabilistic programming language']
645;645;1,33E+33;https://twitter.com/Becca_Kirkland/status/1325015296554491904;1;I just feel there are more important things about a person then to congratulate them on their body or their exercise regime. 🤷‍♀️ Personal qualities matter most! #anorexia #recovery #edawareness #edrecovery #compulsiveexercise #mentalhealth #balance;1;0;0;0;['anorexia', 'recovery', 'edawareness', 'edrecovery', 'compulsiveexercise', 'mentalhealth', 'balance'];"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">
<title>500 Internal Server Error</title>
<h1>Internal Server Error</h1>
<p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
";['No entity'];['No entity'];[];[];[387834, 5, 48422, 219067, 185957, 254327, 134566];['https://www.wikidata.org/wiki/Q2135807', 'https://www.wikidata.org/wiki/Q387834', 'https://www.wikidata.org/wiki/Q5', 'https://www.wikidata.org/wiki/Q48422', 'https://www.wikidata.org/wiki/Q219067', 'https://www.wikidata.org/wiki/Q185957', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q134566'];['thing', 'human', 'cadaver', 'physical exercise', 'quality', 'anorexia', 'weighing scale']
646;646;1,33E+34;https://twitter.com/evie_adams273/status/1325018056834252803;1;tw /// eating disorders Can anyone recommend good personal accounts of anorexia that I could use as sources in a research project?;0;0;0;0;[];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q865>"",""Tw ///""],[""<http://www.wikidata.org/entity/Q12136>"",""disorders""],[""<http://www.wikidata.org/entity/Q30539730>"",""Good personal accounts of anorexia""],[""<http://www.wikidata.org/entity/Q758562>"",""sources in a research project""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P921>"",""eating""],[""<http://www.wikidata.org/entity/P137>"",""use""]]}
";['http://www.wikidata.org/entity/Q865', 'http://www.wikidata.org/entity/Q12136', 'http://www.wikidata.org/entity/Q30539730', 'http://www.wikidata.org/entity/Q758562'];['Tw ///', 'disorders', 'Good personal accounts of anorexia', 'sources in a research project'];['http://www.wikidata.org/entity/Q12136'];['disorders'];[918, 12136, 254327, 128751, 1298668];['https://www.wikidata.org/wiki/Q918', 'https://www.wikidata.org/wiki/Q12136', 'https://www.wikidata.org/wiki/Q4264294', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q128751', 'https://www.wikidata.org/wiki/Q1298668'];['Twitter', 'disease', 'anorexia', 'source code', 'science project']
647;647;1,33E+33;https://twitter.com/caviar_diva/status/1325047340462460930;1;@cada_verous Don't feed into #Anorexic model shit: swallowing cotton balls with drops of juice. You won't be able to $hit for a week. Something you should do daily! https://t.co/5p2KKqApX9;0;0;0;0;['Anorexic'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q1436430>"",""@cada_verous don""],[""<http://www.wikidata.org/entity/Q254327>"",""Anorexic""],[""<http://www.wikidata.org/entity/Q185683>"",""model shit:""],[""<http://www.wikidata.org/entity/Q805349>"",""cotton balls with drops of juice you won""],[""<http://www.wikidata.org/entity/Q2821668>"",""Able to $hit for a week""],[""<http://www.wikidata.org/entity/Q739120>"",""Daily https://tco/5p2kkqapx9""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P2555>"",""feed""],[""<http://www.wikidata.org/entity/P1357>"",""t""],[""<http://www.wikidata.org/entity/P1357>"",""t""],[""<http://www.wikidata.org/entity/P737>"",""model shit:""]]}
";['http://www.wikidata.org/entity/Q1436430', 'http://www.wikidata.org/entity/Q254327', 'http://www.wikidata.org/entity/Q185683', 'http://www.wikidata.org/entity/Q805349', 'http://www.wikidata.org/entity/Q2821668', 'http://www.wikidata.org/entity/Q739120'];['@cada_verous don', 'Anorexic', 'model shit:', 'cotton balls with drops of juice you won', 'Able to $hit for a week', 'Daily https://tco/5p2kkqapx9'];['http://www.wikidata.org/entity/Q254327'];['Anorexic'];[2095, 204, 486902, 8492, 20021675, 23387, 2294];['https://www.wikidata.org/wiki/Q5159629', 'https://www.wikidata.org/wiki/Q2095', 'https://www.wikidata.org/wiki/Q204', 'https://www.wikidata.org/wiki/Q486902', 'https://www.wikidata.org/wiki/Q11457', 'https://www.wikidata.org/wiki/Q5308387', 'https://www.wikidata.org/wiki/Q8492', 'https://www.wikidata.org/wiki/Q20021675', 'https://www.wikidata.org/wiki/Q23387', 'https://www.wikidata.org/wiki/Q2294'];['food', 'zero', 'mathematical model', 'juice', 'Oh', 'week', 'proton']
648;648;1,33E+34;https://twitter.com/EDmirrormirror/status/1325075076593684483;1;"The Genetic Risk For Eating Disorders &amp; The Anorexia Nervosa Genetics Initiative (ANGI). Get involved in this study:  https://t.co/rC6MHxMfXX";0;0;1;1;[];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q2849576>"",""(angi)""],[""<http://www.wikidata.org/entity/Q33779101>"",""genetic risk for eating disorders &amp; the anorexia nervosa genetics initiative  get involved in this study:  https://tco/rc6mhxmfxx""]],""relations_wikidata"":[]}
";['http://www.wikidata.org/entity/Q2849576', 'http://www.wikidata.org/entity/Q33779101'];"['(angi)', 'genetic risk for eating disorders &amp; the anorexia nervosa genetics initiative  get involved in this study:  https://tco/rc6mhxmfxx']";[];[];[131473, 115, 28106657, 1900125];['https://www.wikidata.org/wiki/Q131473', 'https://www.wikidata.org/wiki/Q115', 'https://www.wikidata.org/wiki/Q28106657', 'https://www.wikidata.org/wiki/Q1900125'];['Icelandic króna', 'Ethiopia', 'model sheet', 'multiplication sign']
649;649;1,33E+34;https://twitter.com/Angelda65793890/status/1325162216572682241;1;Was about to eat out of boredom.  Went a walk with my dog instead!  Feeling accomplished! #EDtwt #EdTwitter #anorexia #anorexic #anoreksia #edmeme #edthings #edrant #hardedtwt #thinspo;1;1;0;0;['EDtwt', 'EdTwitter', 'anorexia', 'anorexic', 'anoreksia', 'edmeme', 'edthings', 'edrant', 'hardedtwt', 'thinspo'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q1328096>"",""Boredom""],[""<http://www.wikidata.org/entity/Q1107020>"",""Walk with my dog instead""],[""<http://www.wikidata.org/entity/Q567714>"",""accomplished edtwt edtwitter anorexia anorexic anoreksia edmeme edthings edrant hardedtwt thinspo""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P571>"",""eat""],[""<http://www.wikidata.org/entity/P1335>"",""Went""],[""<http://www.wikidata.org/entity/P2254>"",""Feeling""]]}
";['http://www.wikidata.org/entity/Q1328096', 'http://www.wikidata.org/entity/Q1107020', 'http://www.wikidata.org/entity/Q567714'];['Boredom', 'Walk with my dog instead', 'accomplished edtwt edtwitter anorexia anorexic anoreksia edmeme edthings edrant hardedtwt thinspo'];[];[];[1143151, 587180, 144, 8028577, 254327];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q6667893', 'https://www.wikidata.org/wiki/Q34255', 'https://www.wikidata.org/wiki/Q587180', 'https://www.wikidata.org/wiki/Q144', 'https://www.wikidata.org/wiki/Q8028577', 'https://www.wikidata.org/wiki/Q254327'];['Pro-ana', 'base on balls', 'dog', 'Witter', 'anorexia']
650;650;1,33E+33;https://twitter.com/thinningprince1/status/1325232404538286080;1;Finished a 24 hour fast, ate 300 cal then started another 24 hour fast that I’m now 4 hours into..burned 260 so I net around 40 calories!! Not bad with 2 24 hours of fasting to break it up!💪 #thinsp0 #bonesp0 #EDtwt #proanatwt #proana #anorexia #anorexic;1;1;0;0;['thinsp0', 'bonesp0', 'EDtwt', 'proanatwt', 'proana', 'anorexia', 'anorexic'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q217266>"",""Finished a 24 hour fast,""],[""<http://www.wikidata.org/entity/Q25641>"",""300 cal""],[""<http://www.wikidata.org/entity/Q217266>"",""24 hour fast""],[""<http://www.wikidata.org/entity/Q37156>"",""I\u2019m ""],[""<http://www.wikidata.org/entity/Q30311>"","" 4 hours intoburned 260""],[""<http://www.wikidata.org/entity/Q187579>"",""40 calories not bad with 2 24 hours of fasting""],[""<http://www.wikidata.org/entity/Q567714>"",""up\ud83d\udcaa thinsp0 bonesp0 edtwt proanatwt proana anorexia anorexic""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P585>"",""ate""],[""<http://www.wikidata.org/entity/P17>"",""started""],[""<http://www.wikidata.org/entity/P527>"",""net""],[""<http://www.wikidata.org/entity/P5479>"",""break""]]}
";['http://www.wikidata.org/entity/Q217266', 'http://www.wikidata.org/entity/Q25641', 'http://www.wikidata.org/entity/Q217266', 'http://www.wikidata.org/entity/Q37156', 'http://www.wikidata.org/entity/Q30311', 'http://www.wikidata.org/entity/Q187579', 'http://www.wikidata.org/entity/Q567714'];['Finished a 24 hour fast,', '300 cal', '24 hour fast', 'I’m ', ' 4 hours intoburned 260', '40 calories not bad with 2 24 hours of fasting', 'up💪 thinsp0 bonesp0 edtwt proanatwt proana anorexia anorexic'];[];[];[1143151, 1143151, 1143151, 44602, 25235, 130964, 25235, 25235, 130964, 340162, 25235, 254327];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q44602', 'https://www.wikidata.org/wiki/Q25235', 'https://www.wikidata.org/wiki/Q130964', 'https://www.wikidata.org/wiki/Q25235', 'https://www.wikidata.org/wiki/Q25235', 'https://www.wikidata.org/wiki/Q1191147', 'https://www.wikidata.org/wiki/Q130964', 'https://www.wikidata.org/wiki/Q340162', 'https://www.wikidata.org/wiki/Q25235', 'https://www.wikidata.org/wiki/Q254327'];['Pro-ana', 'Pro-ana', 'Pro-ana', 'fasting', 'hour', 'calorie', 'hour', 'hour', 'calorie', 'Ѿ', 'hour', 'anorexia']
651;651;1,33E+34;https://twitter.com/renerCOMM3724/status/1325356863576297472;1;Have you every struggled with Binge Eating?  After the first mention of BED in 1959, psychiatrist Albert Stunkard described people with BED as people who often ate large amounts of food at irregular intervals and oftentimes at night. #bingeeatingdisorder #eatingdisorder;0;0;1;1;['bingeeatingdisorder', 'eatingdisorder'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q180913>"",""Binge eating""],[""<http://www.wikidata.org/entity/Q180083>"",""Mention""],[""<http://www.wikidata.org/entity/Q2672189>"",""Large amounts of food at irregular intervals""],[""<http://www.wikidata.org/entity/Q5580>"",""Albert stunkard""],[""<http://www.wikidata.org/entity/Q7165828>"",""described people""],[""<http://www.wikidata.org/entity/Q300502>"",""Oftentimes at night bingeeatingdisorder eatingdisorder""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P1343>"",""described""],[""<http://www.wikidata.org/entity/P577>"",""ate""],[""<http://www.wikidata.org/entity/P172>"",""people""],[""<http://www.wikidata.org/entity/P172>"",""people""],[""<http://www.wikidata.org/entity/P1343>"",""described people""]]}
";['http://www.wikidata.org/entity/Q180913', 'http://www.wikidata.org/entity/Q180083', 'http://www.wikidata.org/entity/Q2672189', 'http://www.wikidata.org/entity/Q5580', 'http://www.wikidata.org/entity/Q7165828', 'http://www.wikidata.org/entity/Q300502'];['Binge eating', 'Mention', 'Large amounts of food at irregular intervals', 'Albert stunkard', 'described people', 'Oftentimes at night bingeeatingdisorder eatingdisorder'];['http://www.wikidata.org/entity/Q2303219'];['Binge eating'];[2303219, 2303219, 2303219, 6817566, 211346, 5, 5, 309314, 2095, 185148, 575];['https://www.wikidata.org/wiki/Q2303219', 'https://www.wikidata.org/wiki/Q2303219', 'https://www.wikidata.org/wiki/Q2303219', 'https://www.wikidata.org/wiki/Q6817566', 'https://www.wikidata.org/wiki/Q211346', 'https://www.wikidata.org/wiki/Q5', 'https://www.wikidata.org/wiki/Q5', 'https://www.wikidata.org/wiki/Q309314', 'https://www.wikidata.org/wiki/Q2095', 'https://www.wikidata.org/wiki/Q185148', 'https://www.wikidata.org/wiki/Q575'];['binge eating', 'binge eating', 'binge eating', 'Mention', 'psychiatrist', 'human', 'human', 'quantity', 'food', 'real interval', 'night']
652;652;1,33E+34;https://twitter.com/theunforgiven40/status/1325488980947853312;1;Anorexia isn’t glamorous, a diet gone wrong or silly little girls who just want to be skinny. It’s a mental illness and it can be an unhealthy coping mechanism to deal with things such as anxiety/depression/need for control/perfectionism #anorexiarecovery #MentalHealthAwareness;0;0;0;0;['anorexiarecovery', 'MentalHealthAwareness'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q585599>"",""Anorexia isn\u2019t glamorous, a diet""],[""<http://www.wikidata.org/entity/Q607520>"",""Wrong or silly little girls""],[""<http://www.wikidata.org/entity/Q380541>"",""Skinny it\u2019s a mental illness""],[""<http://www.wikidata.org/entity/Q27055898>"",""An Unhealthy""],[""<http://www.wikidata.org/entity/Q517596>"",""Mechanism""],[""<http://www.wikidata.org/entity/Q4051537>"",""things such as anxiety/depression/need for control/perfectionism anorexiarecovery mentalhealthawareness""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P421>"",""gone""],[""<http://www.wikidata.org/entity/P5375>"",""want""],[""<http://www.wikidata.org/entity/P3073>"",""coping""],[""<http://www.wikidata.org/entity/P570>"",""deal""]]}
";['http://www.wikidata.org/entity/Q585599', 'http://www.wikidata.org/entity/Q607520', 'http://www.wikidata.org/entity/Q380541', 'http://www.wikidata.org/entity/Q27055898', 'http://www.wikidata.org/entity/Q517596', 'http://www.wikidata.org/entity/Q4051537'];['Anorexia isn’t glamorous, a diet', 'Wrong or silly little girls', 'Skinny it’s a mental illness', 'An Unhealthy', 'Mechanism', 'things such as anxiety/depression/need for control/perfectionism anorexiarecovery mentalhealthawareness'];['http://www.wikidata.org/entity/Q517596'];['Mechanism'];[474191, 12135, 517596, 387834, 42844, 11175];['https://www.wikidata.org/wiki/Q2135807', 'https://www.wikidata.org/wiki/Q474191', 'https://www.wikidata.org/wiki/Q65083434', 'https://www.wikidata.org/wiki/Q12135', 'https://www.wikidata.org/wiki/Q517596', 'https://www.wikidata.org/wiki/Q387834', 'https://www.wikidata.org/wiki/Q42844', 'https://www.wikidata.org/wiki/Q11175'];['diet', 'mental disorder', 'mechanism', 'thing', 'major depressive disorder', 'circumflex']
653;653;1,33E+34;https://twitter.com/useless_ratboy/status/1325853806282727430;1;i need an #anacoach to help get my fatass in line and not slack off like the pathetic shit i am, dont care who . . . . . #proana #meanspo  #thinspo #edtwt #thinsp0 #meanspo #bonespo #thinspiration #anorexic #anorexia #ana #anamia #ed;1;1;0;0;['anacoach', 'proana', 'meanspo', 'thinspo', 'edtwt', 'thinsp0', 'meanspo', 'bonespo', 'thinspiration', 'anorexic', 'anorexia', 'ana', 'anamia', 'ed'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q246589>"",""Like the pathetic shit i am, dont""],[""<http://www.wikidata.org/entity/Q37105>"",""Fatass in line""],[""<http://www.wikidata.org/entity/Q131749>"",""meanspo  thinspo edtwt thinsp0 meanspo bonespo thinspiration anorexic anorexia ana anamia ed""],[""<http://www.wikidata.org/entity/Q131749>"",""Thinsp0 meanspo bonespo thinspiration anorexic anorexia ana anamia ed""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P1477>"",""need""],[""<http://www.wikidata.org/entity/P39>"",""help""],[""<http://www.wikidata.org/entity/P1482>"",""slack""],[""<http://www.wikidata.org/entity/P279>"",""care""]]}
";['http://www.wikidata.org/entity/Q246589', 'http://www.wikidata.org/entity/Q37105', 'http://www.wikidata.org/entity/Q131749', 'http://www.wikidata.org/entity/Q131749'];['Like the pathetic shit i am, dont', 'Fatass in line', 'meanspo  thinspo edtwt thinsp0 meanspo bonespo thinspiration anorexic anorexia ana anamia ed', 'Thinsp0 meanspo bonespo thinspiration anorexic anorexia ana anamia ed'];[];[];[1143151, 1143151, 1143151, 1143151, 108761216, 37105, 519, 254327, 373822];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q108761216', 'https://www.wikidata.org/wiki/Q37105', 'https://www.wikidata.org/wiki/Q519', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q373822'];['Pro-ana', 'Pro-ana', 'Pro-ana', 'Pro-ana', 'Meanspo', 'line', 'shit', 'anorexia', 'eating disorder']
654;654;1,33E+34;https://twitter.com/rich_cartwright/status/1325855134304366594;1;really enjoyed speaking with @LizSummers at @itvanglia about my own journey with binge eating disorder, and what we're now building at @FellaHealth to help other men like me get the help they need #bingeeating #mensmentalhealth #eatingdisorders;1;0;0;0;['bingeeating', 'mensmentalhealth', 'eatingdisorders'];"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2 Final//EN"">
<title>500 Internal Server Error</title>
<h1>Internal Server Error</h1>
<p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
";['No entity'];['No entity'];[];[];[2303219, 5975763, 61509, 28224035, 12136, 2985722];['https://www.wikidata.org/wiki/Q2303219', 'https://www.wikidata.org/wiki/Q5975763', 'https://www.wikidata.org/wiki/Q61509', 'https://www.wikidata.org/wiki/Q28224035', 'https://www.wikidata.org/wiki/Q12136', 'https://www.wikidata.org/wiki/Q18921335', 'https://www.wikidata.org/wiki/Q3613357', 'https://www.wikidata.org/wiki/Q2985722'];['binge eating', 'iZ', 'travel', 'Binge', 'disease', 'help']
655;655;1,33E+34;https://twitter.com/daisyyfreshgirl/status/1325875857970372609;1;I never ever wanna eat again or even see food. The thought of food literally makes me sick.  #edtwt #proana #thinspo #thinsp0 #meanspo #bonespo #thinspiration #edtw #anorexic #anorexia #ana #anamia #mia #ed #eatingdisorder;1;1;0;0;['edtwt', 'proana', 'thinspo', 'thinsp0', 'meanspo', 'bonespo', 'thinspiration', 'edtw', 'anorexic', 'anorexia', 'ana', 'anamia', 'mia', 'ed', 'eatingdisorder'];"{""entities_wikidata"":[[""<http://www.wikidata.org/entity/Q505591>"",""Wanna""],[""<http://www.wikidata.org/entity/Q5465326>"",""Food the thought of food literally""],[""<http://www.wikidata.org/entity/Q190152>"",""sick  edtwt""],[""<http://www.wikidata.org/entity/Q190152>"",""sick  edtwt proana thinspo""],[""<http://www.wikidata.org/entity/Q127530>"",""thinspo thinsp0 meanspo bonespo thinspiration edtw anorexic anorexia ana anamia mia ed eatingdisorder""]],""relations_wikidata"":[[""<http://www.wikidata.org/entity/P571>"",""eat""],[""<http://www.wikidata.org/entity/P176>"",""makes""]]}
";['http://www.wikidata.org/entity/Q505591', 'http://www.wikidata.org/entity/Q5465326', 'http://www.wikidata.org/entity/Q190152', 'http://www.wikidata.org/entity/Q190152', 'http://www.wikidata.org/entity/Q127530'];['Wanna', 'Food the thought of food literally', 'sick  edtwt', 'sick  edtwt proana thinspo', 'thinspo thinsp0 meanspo bonespo thinspiration edtw anorexic anorexia ana anamia mia ed eatingdisorder'];['http://www.wikidata.org/entity/Q1143151'];['thinspo thinsp0 meanspo bonespo thinspiration edtw anorexic anorexia ana anamia mia ed eatingdisorder'];[1143151, 1143151, 1143151, 1143151, 108761216, 2095, 2095, 254327, 373822];['https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q1143151', 'https://www.wikidata.org/wiki/Q108761216', 'https://www.wikidata.org/wiki/Q2095', 'https://www.wikidata.org/wiki/Q2095', 'https://www.wikidata.org/wiki/Q254327', 'https://www.wikidata.org/wiki/Q373822'];['Pro-ana', 'Pro-ana', 'Pro-ana', 'Pro-ana', 'Meanspo', 'food', 'food', 'anorexia', 'eating disorder']
